Map Width, Map Height, Planet ID, Planet X, Planet Y, Planet Radius, Planet Docking Spots
240,160,0,128.44720321715027,88.44720321715029,5.473074676907787,2
240,160,1,111.55279678284971,88.44720321715029,5.473074676907787,2
240,160,2,111.55279678284971,71.55279678284971,5.473074676907787,2
240,160,3,128.44720321715027,71.55279678284971,5.473074676907787,2
240,160,4,164.8054451576515,73.77650068325825,4.765343761581867,2
240,160,5,124.17996222766237,146.7103294569478,4.765343761581867,2
240,160,6,75.19455484234851,86.22349931674177,4.765343761581867,2
240,160,7,115.82003777233763,13.289670543052225,4.765343761581867,2
240,160,8,44.93433651557335,101.41556828289562,11.56679497800667,4
240,160,9,89.56735033483257,27.176014585033094,11.56679497800667,4
240,160,10,195.06566348442664,58.5844317171044,11.56679497800667,4
240,160,11,150.43264966516745,132.8239854149669,11.56679497800667,4
Map Width, Map Height, Planet ID, Planet X, Planet Y, Planet Radius, Planet Docking Spots
240,160,0,127.56257907928604,87.56257907928604,4.847550950222672,2
240,160,1,112.43742092071396,87.56257907928604,4.847550950222672,2
240,160,2,112.43742092071396,72.43742092071396,4.847550950222672,2
240,160,3,127.56257907928604,72.43742092071396,4.847550950222672,2
240,160,4,30.71436295091013,58.400158285058026,8.400964587955892,3
240,160,5,112.39508452832295,30.14774082051442,8.400964587955892,3
240,160,6,201.6807215774128,51.747582535456374,8.400964587955892,3
240,160,7,209.28563704908987,101.59984171494197,8.400964587955892,3
240,160,8,127.60491547167706,129.85225917948557,8.400964587955892,3
240,160,9,38.31927842258719,108.25241746454364,8.400964587955892,3
240,160,10,152.01516236080164,105.33249349397123,11.07894078767739,4
240,160,11,84.2364797732171,102.6774066722345,11.07894078767739,4
240,160,12,87.98483763919836,54.66750650602878,11.07894078767739,4
240,160,13,155.7635202267829,57.3225933277655,11.07894078767739,4
Map Width, Map Height, Planet ID, Planet X, Planet Y, Planet Radius, Planet Docking Spots
240,160,0,127.27816873398237,87.27816873398235,4.646442466418837,2
240,160,1,112.72183126601765,87.27816873398237,4.646442466418837,2
240,160,2,112.72183126601763,72.72183126601765,4.646442466418837,2
240,160,3,127.27816873398235,72.72183126601763,4.646442466418837,2
240,160,4,211.6624184755685,67.8325677106062,5.4051077410264865,2
